" ",球队,时间,果,场,比赛,投篮,命中,出手,三分,命中,出手,罚球,命中,出手,篮板,前场,后场,助攻,抢断,盖帽,失误,犯规,得分
889,洛杉矶快船,2017-12-22,胜,客,火箭118-128快船,47.3%,43,91,42.9%,18,42,77.4%,24,31,38,9,29,24,8,5,8,25,128
890,洛杉矶快船,2017-12-23,负,客,灰熊115-112快船,48.8%,39,80,38.2%,13,34,75.0%,21,28,37,6,31,14,4,7,10,22,112
891,洛杉矶快船,2017-12-26,胜,主,国王95-122快船,55.0%,44,80,41.9%,13,31,77.8%,21,27,49,9,40,31,7,9,14,13,122
892,洛杉矶快船,2017-12-29,胜,客,湖人106-121快船,48.8%,42,86,28.1%,9,32,82.4%,28,34,49,15,34,23,7,6,13,21,121
893,洛杉矶快船,2017-12-31,胜,主,黄蜂98-106快船,47.4%,36,76,35.7%,10,28,88.9%,24,27,42,6,36,24,9,5,16,21,106
894,洛杉矶快船,2018-01-02,胜,主,灰熊105-113快船,54.9%,39,71,39.1%,9,23,83.9%,26,31,34,4,30,23,5,3,19,24,113
895,洛杉矶快船,2018-01-04,负,主,雷霆127-117快船,45.0%,45,100,30.0%,9,30,78.3%,18,23,45,15,30,29,5,2,10,15,117
896,洛杉矶快船,2018-01-06,负,主,勇士121-105快船,42.9%,39,91,27.3%,3,11,80.0%,24,30,45,10,35,19,10,7,18,25,105
897,洛杉矶快船,2018-01-08,胜,主,老鹰107-108快船,44.7%,38,85,50.0%,9,18,67.6%,23,34,47,14,33,16,10,9,16,25,108
898,洛杉矶快船,2018-01-10,胜,客,勇士106-125快船,49.5%,46,93,45.8%,11,24,78.6%,22,28,46,11,35,24,9,3,15,19,125
899,洛杉矶快船,2018-01-11,胜,客,国王115-121快船,51.2%,43,84,41.9%,13,31,73.3%,22,30,39,8,31,28,9,5,17,19,121
900,洛杉矶快船,2018-01-13,胜,主,国王105-126快船,56.1%,46,82,38.7%,12,31,84.6%,22,26,39,5,34,29,11,5,15,22,126
