" ",球队,时间,果,场,比赛,投篮,命中,出手,三分,命中,出手,罚球,命中,出手,篮板,前场,后场,助攻,抢断,盖帽,失误,犯规,得分
1514,密尔沃基雄鹿,2018-02-01,负,客,森林狼108-89雄鹿,37.6%,32,85,20.7%,6,29,76.0%,19,25,43,15,28,19,6,1,15,21,89
1515,密尔沃基雄鹿,2018-02-02,胜,主,尼克斯90-92雄鹿,43.4%,33,76,29.2%,7,24,73.1%,19,26,36,4,32,18,10,8,11,21,92
1516,密尔沃基雄鹿,2018-02-04,胜,客,篮网94-109雄鹿,51.9%,42,81,42.1%,8,19,81.0%,17,21,54,14,40,19,3,7,13,16,109
1517,密尔沃基雄鹿,2018-02-06,胜,客,尼克斯89-103雄鹿,45.1%,37,82,30.8%,8,26,77.8%,21,27,43,8,35,23,11,6,14,17,103
1518,密尔沃基雄鹿,2018-02-09,负,客,热火91-85雄鹿,42.1%,32,76,30.0%,6,20,88.2%,15,17,37,2,35,18,9,9,17,20,85
1519,密尔沃基雄鹿,2018-02-10,胜,客,魔术104-111雄鹿,52.4%,43,82,36.0%,9,25,80.0%,16,20,41,8,33,28,7,4,12,16,111
1520,密尔沃基雄鹿,2018-02-13,胜,主,老鹰92-97雄鹿,43.2%,38,88,32.0%,8,25,76.5%,13,17,48,14,34,23,6,10,10,18,97
1521,密尔沃基雄鹿,2018-02-15,负,主,掘金134-123雄鹿,53.3%,49,92,34.6%,9,26,72.7%,16,22,40,11,29,27,9,5,16,20,123
1522,密尔沃基雄鹿,2018-02-23,胜,客,猛龙119-122雄鹿,47.8%,43,90,50.0%,13,26,85.2%,23,27,51,13,38,21,6,3,18,24,122
1523,密尔沃基雄鹿,2018-02-25,负,主,鹈鹕123-121雄鹿,45.4%,44,97,28.0%,7,25,89.7%,26,29,45,10,35,21,10,4,13,19,121
1524,密尔沃基雄鹿,2018-02-27,负,主,奇才107-104雄鹿,45.5%,35,77,38.5%,10,26,85.7%,24,28,40,8,32,20,10,9,16,20,104
1525,密尔沃基雄鹿,2018-02-28,负,客,活塞110-87雄鹿,38.4%,28,73,33.3%,8,24,82.1%,23,28,35,6,29,16,7,3,13,20,87
1526,密尔沃基雄鹿,2018-03-02,负,主,步行者103-96雄鹿,38.3%,31,81,36.0%,9,25,78.1%,25,32,43,14,29,15,8,13,14,24,96
