" ",球队,时间,果,场,比赛,投篮,命中,出手,三分,命中,出手,罚球,命中,出手,篮板,前场,后场,助攻,抢断,盖帽,失误,犯规,得分
2236,克里夫兰骑士,2018-04-09,胜,客,尼克斯109-123骑士,47.1%,40,85,42.2%,19,45,85.7%,24,28,42,7,35,29,9,2,10,15,123
2237,克里夫兰骑士,2018-04-11,负,主,尼克斯110-98骑士,39.4%,37,94,25.0%,6,24,64.3%,18,28,48,17,31,15,9,3,14,15,98
2238,克里夫兰骑士,2018-04-15,负,主,步行者98-80骑士,38.5%,30,78,23.5%,8,34,60.0%,12,20,46,9,37,21,7,4,16,23,80
2239,克里夫兰骑士,2018-04-18,胜,主,步行者97-100骑士,50.7%,37,73,39.3%,11,28,68.2%,15,22,30,6,24,15,8,2,15,19,100
2240,克里夫兰骑士,2018-04-20,负,客,步行者92-90骑士,44.2%,34,77,31.3%,10,32,75.0%,12,16,36,9,27,17,11,3,16,23,90
2241,克里夫兰骑士,2018-04-22,胜,客,步行者100-104骑士,44.9%,35,78,35.3%,12,34,84.6%,22,26,44,8,36,17,4,7,10,18,104
2242,克里夫兰骑士,2018-04-25,胜,主,步行者95-98骑士,41.3%,31,75,31.3%,10,32,96.3%,26,27,37,10,27,16,6,3,14,21,98
2243,克里夫兰骑士,2018-04-27,负,客,步行者121-87骑士,41.8%,33,79,31.6%,12,38,56.3%,9,16,33,7,26,16,4,2,14,17,87
2244,克里夫兰骑士,2018-04-29,胜,主,步行者101-105骑士,43.2%,32,74,34.5%,10,29,77.5%,31,40,44,15,29,18,6,4,12,21,105
2245,克里夫兰骑士,2018-05-01,胜,客,猛龙112-113骑士,41.2%,42,102,40.0%,14,35,71.4%,15,21,45,13,32,25,5,5,5,23,113
2246,克里夫兰骑士,2018-05-03,胜,客,猛龙110-128骑士,59.5%,50,84,42.3%,11,26,73.9%,17,23,34,5,29,25,5,3,3,14,128
2247,克里夫兰骑士,2018-05-05,胜,主,猛龙103-105骑士,48.1%,38,79,36.0%,9,25,80.0%,20,25,36,6,30,18,7,4,10,19,105
2248,克里夫兰骑士,2018-05-07,胜,主,猛龙93-128骑士,59.5%,50,84,46.2%,12,26,80.0%,16,20,37,6,31,29,9,5,10,21,128
2249,克里夫兰骑士,2018-05-13,负,客,凯尔特108-83骑士,36.0%,31,86,15.4%,4,26,85.0%,17,20,40,9,31,18,4,3,9,12,83
2250,克里夫兰骑士,2018-05-15,负,客,凯尔特107-94骑士,46.3%,37,80,32.3%,10,31,58.8%,10,17,45,8,37,18,2,5,15,21,94
