" ",球队,时间,果,场,比赛,投篮,命中,出手,三分,命中,出手,罚球,命中,出手,篮板,前场,后场,助攻,抢断,盖帽,失误,犯规,得分
1911,圣安东尼奥马刺,2017-11-27,胜,主,独行侠108-115马刺,52.4%,43,82,41.7%,10,24,90.5%,19,21,43,4,39,27,7,5,10,16,115
1912,圣安东尼奥马刺,2017-11-29,胜,主,灰熊95-104马刺,50.7%,38,75,40.0%,8,20,83.3%,20,24,32,5,27,22,9,5,9,17,104
1913,圣安东尼奥马刺,2017-12-01,胜,客,灰熊79-95马刺,44.3%,31,70,40.7%,11,27,68.8%,22,32,43,7,36,20,8,5,13,18,95
1914,圣安东尼奥马刺,2017-12-03,负,客,雷霆90-87马刺,40.8%,31,76,28.6%,8,28,73.9%,17,23,39,8,31,14,11,10,17,24,87
1915,圣安东尼奥马刺,2017-12-04,胜,主,活塞93-96马刺,42.7%,35,82,45.2%,14,31,100.0%,12,12,51,10,41,30,2,7,16,20,96
1916,圣安东尼奥马刺,2017-12-06,胜,主,热火105-117马刺,52.9%,46,87,52.0%,13,25,85.7%,12,14,34,10,24,30,6,7,11,14,117
1917,圣安东尼奥马刺,2017-12-08,胜,主,凯尔特102-105马刺,46.9%,38,81,29.6%,8,27,87.5%,21,24,46,14,32,16,6,3,13,14,105
1918,圣安东尼奥马刺,2017-12-09,胜,客,太阳101-104马刺,46.0%,40,87,31.6%,6,19,72.0%,18,25,52,18,34,18,5,6,15,23,104
1919,圣安东尼奥马刺,2017-12-12,负,客,独行侠95-89马刺,40.2%,35,87,25.0%,7,28,63.2%,12,19,49,10,39,20,4,5,10,11,89
1920,圣安东尼奥马刺,2017-12-15,负,客,火箭124-109马刺,48.9%,46,94,38.5%,10,26,53.8%,7,13,39,12,27,22,10,5,17,17,109
1921,圣安东尼奥马刺,2017-12-16,胜,主,独行侠96-98马刺,45.3%,39,86,20.0%,5,25,83.3%,15,18,41,9,32,14,5,2,7,14,98
1922,圣安东尼奥马刺,2017-12-18,胜,主,快船91-109马刺,48.8%,40,82,37.5%,9,24,80.0%,20,25,45,8,37,22,7,4,16,19,109
1923,圣安东尼奥马刺,2017-12-20,胜,客,开拓者91-93马刺,51.2%,41,80,35.3%,6,17,83.3%,5,6,53,9,44,17,7,9,22,16,93
1924,圣安东尼奥马刺,2017-12-21,负,客,爵士100-89马刺,43.6%,34,78,47.6%,10,21,68.8%,11,16,38,5,33,14,7,3,14,21,89
1925,圣安东尼奥马刺,2017-12-23,胜,客,国王99-108马刺,50.0%,44,88,47.8%,11,23,81.8%,9,11,44,7,37,29,3,1,8,11,108
1926,圣安东尼奥马刺,2017-12-26,胜,主,篮网97-109马刺,51.2%,41,80,43.8%,7,16,83.3%,20,24,43,5,38,18,7,5,12,14,109
1927,圣安东尼奥马刺,2017-12-28,胜,主,尼克斯107-119马刺,51.2%,41,80,45.0%,9,20,71.8%,28,39,43,10,33,28,2,4,9,18,119
1928,圣安东尼奥马刺,2017-12-30,负,客,活塞93-79马刺,36.9%,31,84,19.2%,5,26,92.3%,12,13,46,10,36,18,8,5,14,13,79
1929,圣安东尼奥马刺,2018-01-02,胜,客,尼克斯91-100马刺,37.8%,31,82,37.0%,10,27,82.4%,28,34,50,14,36,18,11,5,8,17,100
1930,圣安东尼奥马刺,2018-01-03,负,客," 76人112-106马刺",44.8%,39,87,32.0%,8,25,87.0%,20,23,43,12,31,15,4,4,15,25,106
1931,圣安东尼奥马刺,2018-01-05,胜,主,太阳89-103马刺,47.1%,41,87,36.7%,11,30,55.6%,10,18,44,7,37,21,15,6,15,16,103
