" ",球队,时间,果,场,比赛,投篮,命中,出手,三分,命中,出手,罚球,命中,出手,篮板,前场,后场,助攻,抢断,盖帽,失误,犯规,得分
274,费城76人,2017-11-09,负,客,"国王109-108 76人",42.5%,37,87,40.5%,15,37,70.4%,19,27,56,13,43,23,6,5,17,28,108
275,费城76人,2017-11-11,负,客,"勇士135-114 76人",46.8%,44,94,42.9%,12,28,70.0%,14,20,38,13,25,30,10,2,19,19,114
276,费城76人,2017-11-13,胜,客,"快船105-109 76人",49.4%,38,77,21.9%,7,32,74.3%,26,35,51,10,41,27,9,2,20,26,109
277,费城76人,2017-11-15,胜,客,"湖人109-115 76人",48.8%,42,86,21.9%,7,32,80.0%,24,30,52,8,44,27,7,15,16,19,115
278,费城76人,2017-11-18,负,主,"勇士124-116 76人",49.0%,47,96,35.7%,10,28,75.0%,12,16,39,10,29,28,8,5,12,22,116
279,费城76人,2017-11-20,胜,主,"爵士86-107 76人",51.8%,44,85,26.7%,4,15,68.2%,15,22,55,9,46,20,11,7,19,18,107
280,费城76人,2017-11-22,胜,主,"开拓者81-101 76人",43.3%,39,90,34.4%,11,32,70.6%,12,17,57,11,46,23,12,8,18,21,101
281,费城76人,2017-11-25,胜,主,"魔术111-130 76人",50.5%,48,95,47.1%,16,34,90.0%,18,20,53,11,42,35,7,2,11,22,130
282,费城76人,2017-11-27,负,主,"骑士113-91 76人",37.5%,36,96,10.7%,3,28,80.0%,16,20,53,22,31,15,6,1,12,18,91
283,费城76人,2017-11-29,胜,主,"奇才113-118 76人",45.7%,37,81,16.7%,3,18,64.1%,41,64,64,21,43,23,6,8,17,27,118
284,费城76人,2017-11-30,负,客,"凯尔特108-97 76人",41.7%,35,84,50.0%,16,32,61.1%,11,18,45,15,30,24,11,1,19,22,97
285,费城76人,2017-12-02,胜,主,"活塞103-108 76人",40.7%,35,86,35.7%,10,28,87.5%,28,32,47,17,30,27,7,4,17,24,108
286,费城76人,2017-12-04,负,主,"太阳115-101 76人",42.9%,39,91,23.3%,7,30,100.0%,16,16,47,13,34,23,9,6,14,22,101
287,费城76人,2017-12-07,负,主,"湖人107-104 76人",48.1%,39,81,38.5%,10,26,76.2%,16,21,44,7,37,29,3,13,18,27,104
288,费城76人,2017-12-09,负,客,"骑士105-98 76人",47.4%,37,78,33.3%,11,33,100.0%,13,13,39,7,32,31,10,2,19,21,98
289,费城76人,2017-12-10,负,客,"鹈鹕131-124 76人",45.8%,44,96,31.0%,9,29,90.0%,27,30,47,22,25,26,5,4,17,29,124
290,费城76人,2017-12-12,胜,客,"森林狼112-118 76人",50.0%,40,80,42.3%,11,26,84.4%,27,32,52,7,45,32,6,3,24,18,118
291,费城76人,2017-12-15,负,主,"雷霆119-117 76人",44.0%,44,100,28.3%,13,46,80.0%,16,20,50,7,43,35,13,4,20,20,117
292,费城76人,2017-12-18,负,客,"公牛117-115 76人",48.4%,44,91,42.4%,14,33,72.2%,13,18,47,9,38,30,9,8,20,23,115
293,费城76人,2017-12-19,负,主,"国王101-95 76人",42.0%,34,81,28.6%,10,35,70.8%,17,24,53,13,40,21,7,6,19,19,95
294,费城76人,2017-12-21,负,主,"猛龙114-109 76人",52.3%,45,86,31.0%,9,29,71.4%,10,14,40,13,27,27,14,7,23,27,109
295,费城76人,2017-12-23,负,客,"猛龙102-86 76人",41.3%,33,80,25.9%,7,27,65.0%,13,20,41,7,34,19,10,7,22,24,86
296,费城76人,2017-12-25,胜,客,"尼克斯98-105 76人",42.2%,35,83,34.5%,10,29,83.3%,25,30,48,12,36,21,7,7,15,22,105
297,费城76人,2017-12-28,负,客,"开拓者114-110 76人",48.3%,42,87,50.0%,16,32,71.4%,10,14,37,5,32,28,8,2,13,26,110
298,费城76人,2017-12-30,胜,客,"掘金102-107 76人",48.4%,45,93,33.3%,8,24,90.0%,9,10,41,7,34,34,6,3,13,25,107
299,费城76人,2017-12-31,胜,客,"太阳110-123 76人",55.8%,43,77,41.7%,10,24,79.4%,27,34,44,11,33,24,11,7,21,32,123
300,费城76人,2018-01-03,胜,主,"马刺106-112 76人",45.0%,36,80,31.8%,7,22,76.7%,33,43,45,13,32,23,10,5,13,21,112
